series,subplot,scale,Disturbance.Frequency,Disturbance.Severity
UA17,SE,1e-4,0.671405,0.5251250000000001
UA17,SE,0.001,0.59561,0.5371333333333334
UA17,SE,0.01,0.9261225,0.52004625
UA17,SE,0.1,1.051645,0.5061865
UA17,SE,1,1.0721976470588235,0.5026829411764706
UA17,SE,10,1.1204058490566038,0.511417358490566
UA17,x,100,1.0737185333333332,0.5202857333333334
UA18,NW,1e-4,1.09164,0.500535
UA18,NW,0.001,1.047946,0.49223
UA18,NW,0.01,1.14015375,0.51567125
UA18,NW,0.1,1.17935875,0.52092875
UA18,NW,1,1.24958,0.5325768
UA18,NW,10,1.2874744444444444,0.5343138888888889
UA18,SE,1e-4,1.1946350000000001,0.50843
UA18,SE,0.001,1.21387,0.48468
UA18,SE,0.01,1.3633133333333334,0.49569166666666664
UA18,SE,0.1,1.3453318181818181,0.5037636363636364
UA18,SE,1,1.2745485,0.5175665
UA18,SE,10,1.2912795,0.5379155
UA18,x,100,1.281090172413793,0.538681724137931
UA19,NW,1e-4,1.167475,0.5063
UA19,NW,0.001,1.161144,0.504582
UA19,NW,0.01,1.1013266666666666,0.5098
UA19,NW,0.1,1.1616833333333334,0.5122544444444445
UA19,NW,1,1.2373727777777779,0.526165
UA19,NW,10,1.1323241935483872,0.5272425806451613
UA19,SE,1e-4,0.99426,0.5730066666666667
UA19,SE,0.001,1.01574,0.549918
UA19,SE,0.01,1.1335483333333334,0.53427
UA19,SE,0.1,1.1335483333333334,0.53427
UA19,SE,1,1.1870607692307693,0.5538723076923077
UA19,SE,10,1.1917938461538462,0.536915
UA19,x,100,1.0976245833333333,0.5398452083333334
UA20,NW,1e-4,1.017255,0.525835
UA20,NW,0.001,0.85836,0.5220100000000001
UA20,NW,0.01,1.0972514285714285,0.4973571428571429
UA20,NW,0.1,1.1452075,0.493924375
UA20,NW,1,1.16271,0.4992276
UA20,NW,10,1.123878857142857,0.501476
UA20,SE,1e-4,1.06816,0.49978666666666666
UA20,SE,0.001,1.0210666666666666,0.49081
UA20,SE,0.01,1.03023,0.485858
UA20,SE,0.1,1.1596082352941177,0.48216882352941176
UA20,SE,1,1.109625,0.48998875000000003
UA20,SE,10,1.1204857142857143,0.5032821428571429
UA20,x,100,1.1007396774193547,0.5116067741935484
UA21,NW,1e-4,1.32858,0.475155
UA21,NW,0.001,1.055118,0.506766
UA21,NW,0.01,1.1183566666666667,0.503205
UA21,NW,0.1,1.1286478947368421,0.510798947368421
UA21,NW,1,1.1214365625,0.5161021875
UA21,NW,10,1.0783158536585367,0.520550731707317
UA21,SE,1e-4,0.8593866666666667,0.5131366666666667
UA21,SE,0.001,0.8593866666666667,0.5131366666666667
UA21,SE,0.01,0.9179325,0.5065025
UA21,SE,0.1,1.0457466666666666,0.49700916666666667
UA21,SE,1,1.090332,0.49347250000000004
UA21,SE,10,1.1137867741935483,0.5130396774193549
UA21,x,100,1.0662451724137931,0.5299613793103448
UAS01,NW,1e-4,1.423045,0.5796600000000001
UAS01,NW,0.001,1.5573025,0.6441225
UAS01,NW,0.01,1.45597,0.6256185714285715
UAS01,NW,0.1,1.451218,0.611758
UAS01,NW,1,1.4735857142857143,0.600675
UAS01,NW,10,1.4264429166666666,0.5887058333333334
UAS01,SE,1e-4,1.28631,0.5805733333333334
UAS01,SE,0.001,1.3717766666666666,0.5673516666666667
UAS01,SE,0.01,1.422641111111111,0.58853
UAS01,SE,0.1,1.4589607142857144,0.5876164285714286
UAS01,SE,1,1.4824795238095239,0.5913866666666666
UAS01,SE,10,1.492356875,0.6014809375
UAS01,x,100,1.4526137777777777,0.6107006666666667
UAS02,NW,1e-4,1.5244,0.72102
UAS02,NW,0.001,1.23322,0.640415
UAS02,NW,0.01,1.1638533333333334,0.5970333333333333
UAS02,NW,0.1,1.5994046666666666,0.5578226666666667
UAS02,NW,1,1.5258403846153845,0.5613246153846154
UAS02,NW,10,1.4976533333333333,0.5764428571428571
UAS02,SE,1e-4,1.87199,0.520265
UAS02,SE,0.001,1.87199,0.520265
UAS02,SE,0.01,1.6855600000000002,0.5361575000000001
UAS02,SE,0.1,1.4933328571428572,0.5397014285714286
UAS02,SE,1,1.4796176,0.5538668
UAS02,SE,10,1.5374115909090909,0.5657709090909091
UAS02,x,100,1.5440232307692308,0.5797376923076923
UAS03,NW,1e-4,1.497198888888889,0.60583
UAS03,NW,0.001,1.46956,0.59932
UAS03,NW,0.01,1.483163076923077,0.58887
UAS03,NW,0.1,1.483163076923077,0.58887
UAS03,NW,1,1.483163076923077,0.58887
UAS03,NW,10,1.483163076923077,0.58887
UAS03,SE,1e-4,1.1611466666666665,0.6525233333333333
UAS03,SE,0.001,1.275614,0.6227239999999999
UAS03,SE,0.01,1.376695,0.61213625
UAS03,SE,0.1,1.39933,0.6064166666666667
UAS03,SE,1,1.52766,0.599956
UAS03,SE,10,1.506143,0.6009990000000001
UAS03,x,100,1.5303042857142857,0.6136211428571429
UAS04,NW,1e-4,1.195155,0.608985
UAS04,NW,0.001,1.30837,0.6193375
UAS04,NW,0.01,1.4111957142857143,0.6225085714285714
UAS04,NW,0.1,1.468984347826087,0.6208460869565218
UAS04,NW,1,1.5258321875,0.6065821875
UAS04,NW,10,1.5509139130434784,0.603415
UAS04,SE,1e-4,1.56279,0.48077
UAS04,SE,0.001,1.24863,0.5100533333333334
UAS04,SE,0.01,1.3231944444444443,0.6440322222222222
UAS04,SE,0.1,1.4407735294117647,0.6286411764705883
UAS04,SE,1,1.5099480952380953,0.6207542857142857
UAS04,SE,10,1.514729761904762,0.6047588095238096
UAS04,x,100,1.5560306666666666,0.5982266666666667
UAS05,NW,1e-4,0.94204,0.55981
UAS05,NW,0.001,1.6444075,0.4756725
UAS05,NW,0.01,1.6716133333333334,0.5209016666666667
UAS05,NW,0.1,1.6696046666666666,0.5110893333333334
UAS05,NW,1,1.6926422727272727,0.5109777272727273
UAS05,NW,10,1.5818218918918918,0.5323567567567568
UAS05,SE,1e-4,0.76167,0.49279
UAS05,SE,0.001,0.76167,0.49279
UAS05,SE,0.01,1.463975,0.477285
UAS05,SE,0.1,1.4371528571428571,0.5008535714285715
UAS05,SE,1,1.48572,0.5236634615384615
UAS05,SE,10,1.4553268421052632,0.5319321052631579
UAS05,x,100,1.5212494230769231,0.5460484615384615
UAS06,NW,1e-4,1.7104300000000001,0.5101100000000001
UAS06,NW,0.001,1.7104300000000001,0.5101100000000001
UAS06,NW,0.01,1.6138414285714286,0.5612771428571428
UAS06,NW,0.1,1.494889375,0.600800625
UAS06,NW,1,1.5161972727272728,0.5760331818181819
UAS06,NW,10,1.5810737931034482,0.5791655172413793
UAS06,SE,1e-4,1.4408750000000001,0.488215
UAS06,SE,0.001,1.5552375,0.48177000000000003
UAS06,SE,0.01,1.4398818181818183,0.5792127272727273
UAS06,SE,0.1,1.5446752631578948,0.5797194736842105
UAS06,SE,1,1.61566,0.5762711111111111
UAS06,SE,10,1.5624475609756097,0.5858714634146341
UAS06,x,100,1.5566122916666667,0.5861579166666666
UAS09,NW,1e-4,1.4137166666666667,0.5809
UAS09,NW,0.001,1.3829883333333333,0.53725
UAS09,NW,0.01,1.4516155555555557,0.5388233333333333
UAS09,NW,0.1,1.4853084615384615,0.5470030769230769
UAS09,NW,1,1.521435625,0.565015
UAS09,NW,10,1.5185148,0.562998
UAS09,SE,1e-4,1.62451,0.518775
UAS09,SE,0.001,1.405192,0.572662
UAS09,SE,0.01,1.3712916666666666,0.5724083333333334
UAS09,SE,0.1,1.438605,0.5616892857142857
UAS09,SE,1,1.4573382352941175,0.5546829411764707
UAS09,SE,10,1.4639739285714286,0.5575517857142858
UAS09,x,100,1.483647894736842,0.5630871052631579
UAS10,NW,1e-4,1.44793,0.507655
UAS10,NW,0.001,1.44793,0.507655
UAS10,NW,0.01,1.4844166666666667,0.5138166666666667
UAS10,NW,0.1,1.5215933333333334,0.5361916666666667
UAS10,NW,1,1.547134,0.565468
UAS10,NW,10,1.579047,0.5780825
UAS10,SE,1e-4,1.603125,0.555585
UAS10,SE,0.001,1.564235,0.5269225
UAS10,SE,0.01,1.625536,0.522546
UAS10,SE,0.1,1.5514408333333334,0.5598650000000001
UAS10,SE,1,1.5904247368421054,0.5929210526315789
UAS10,SE,10,1.6364451851851851,0.5802662962962963
UAS10,x,100,1.6117677419354839,0.575123870967742
UAS11,NE,1e-4,1.38931,0.471985
UAS11,NE,0.001,1.38931,0.471985
UAS11,NE,0.01,1.38931,0.471985
UAS11,NE,0.1,1.669164,0.47285
UAS11,NE,1,1.6570872727272727,0.4956518181818182
UAS11,NE,10,1.5853646666666668,0.5139033333333334
UAS11,SW,1e-4,1.66218,0.46393
UAS11,SW,0.001,1.66218,0.46393
UAS11,SW,0.01,1.27314,0.49693750000000003
UAS11,SW,0.1,1.3118633333333334,0.48862
UAS11,SW,1,1.466529090909091,0.5250609090909091
UAS11,SW,10,1.5330488235294117,0.5116641176470589
UAS11,x,100,1.5260517857142857,0.5295753571428572
UAS12,NW,1e-4,1.34759,0.56469
UAS12,NW,0.001,1.4269566666666667,0.5741766666666667
UAS12,NW,0.01,1.44397625,0.5850825
UAS12,NW,0.1,1.56544875,0.5819125
UAS12,NW,1,1.4812354545454545,0.585265
UAS12,NW,10,1.5020109375,0.5786325
UAS12,SE,1e-4,1.7140650000000002,0.51559
UAS12,SE,0.001,1.6467675000000002,0.613565
UAS12,SE,0.01,1.62764875,0.61947125
UAS12,SE,0.1,1.5067415789473684,0.6031689473684211
UAS12,SE,1,1.502716923076923,0.5989957692307692
UAS12,SE,10,1.4531831578947367,0.5957057894736842
UAS12,x,100,1.4348317021276595,0.5976055319148936
UAS13,NW,1e-4,1.5065616666666666,0.5656416666666667
UAS13,NW,0.001,1.4511574999999999,0.5676950000000001
UAS13,NW,0.01,1.45122,0.5846718181818182
UAS13,NW,0.1,1.5082814285714286,0.5792614285714286
UAS13,NW,1,1.4798288888888889,0.5892133333333334
UAS13,NW,10,1.4486394444444444,0.5925063888888888
UAS13,SE,1e-4,1.7195533333333333,0.5833033333333333
UAS13,SE,0.001,1.448225,0.560665
UAS13,SE,0.01,1.5748355555555555,0.5515177777777778
UAS13,SE,0.1,1.499952857142857,0.5812421428571428
UAS13,SE,1,1.5066216666666667,0.5912379166666667
UAS13,SE,10,1.4867331428571429,0.593168
UAS13,x,100,1.4882312,0.58984
UAS14,NW,1e-4,1.5457999999999998,0.48201666666666665
UAS14,NW,0.001,1.54521,0.51413
UAS14,NW,0.01,1.610511,0.504148
UAS14,NW,0.1,1.650076923076923,0.5054361538461538
UAS14,NW,1,1.600365,0.50897375
UAS14,NW,10,1.6103884615384616,0.502781923076923
UAS14,SE,1e-4,1.6484649999999998,0.492795
UAS14,SE,0.001,1.8043133333333334,0.47615
UAS14,SE,0.01,1.708708,0.494992
UAS14,SE,0.1,1.57806125,0.49775375
UAS14,SE,1,1.575992,0.5026506666666667
UAS14,SE,10,1.6222689655172413,0.5149789655172414
UAS14,x,100,1.5846727272727272,0.5236456818181818
UAS15,N,1e-4,0.94204,0.55981
UAS15,N,0.001,1.2258366666666667,0.5498833333333334
UAS15,N,0.01,1.613385,0.5021183333333333
UAS15,N,0.1,1.6758522222222223,0.5066433333333333
UAS15,N,1,1.6771292307692307,0.5308476923076924
UAS15,N,10,1.602428888888889,0.5401677777777778
UAS15,S,1e-4,2.27084,0.43398
UAS15,S,0.001,2.27084,0.43398
UAS15,S,0.01,2.02446,0.47819666666666666
UAS15,S,0.1,1.9569800000000002,0.4690225
UAS15,S,1,1.875184,0.46075
UAS15,S,10,1.5240583333333333,0.48871166666666666
UAS15,x,100,1.562984,0.5305248
UAS16,NW,1e-4,1.61525,0.5302966666666666
UAS16,NW,0.001,1.745172,0.5562020000000001
UAS16,NW,0.01,1.7162657142857143,0.5700542857142857
UAS16,NW,0.1,1.6361744444444444,0.5881322222222223
UAS16,NW,1,1.5875253846153847,0.6057753846153846
UAS16,NW,10,1.57917,0.609312
UAS16,SE,1e-4,1.6898166666666667,0.5283100000000001
UAS16,SE,0.001,1.60339,0.550635
UAS16,SE,0.01,1.580229,0.566821
UAS16,SE,0.1,1.5518,0.5522492307692308
UAS16,SE,1,1.625858125,0.541998125
UAS16,SE,10,1.6237814285714285,0.5609119047619048
UAS16,x,100,1.6028168,0.5866384
UAS17,NW,1e-4,1.39702,0.5324533333333333
UAS17,NW,0.001,1.45644,0.543014
UAS17,NW,0.01,1.4580866666666668,0.5815333333333333
UAS17,NW,0.1,1.4291525,0.567893125
UAS17,NW,1,1.4629904,0.5687832
UAS17,NW,10,1.4672722580645161,0.5616748387096774
UAS17,SE,1e-4,1.5689000000000002,0.5434000000000001
UAS17,SE,0.001,1.5393025,0.5258375000000001
UAS17,SE,0.01,1.5018766666666667,0.5444083333333334
UAS17,SE,0.1,1.5346284615384616,0.5411230769230769
UAS17,SE,1,1.5349848,0.5813128
UAS17,SE,10,1.5237617857142858,0.5820885714285714
UAS17,x,100,1.4920523076923078,0.5771884615384616
UAS18,NE,1e-4,1.64578,0.5492900000000001
UAS18,NE,0.001,1.4172866666666666,0.537985
UAS18,NE,0.01,1.5320633333333333,0.5373433333333333
UAS18,NE,0.1,1.532328,0.55971
UAS18,NE,1,1.5500229166666666,0.5608979166666667
UAS18,NE,10,1.5360677419354838,0.5516696774193548
UAS18,SW,1e-4,1.5673849999999998,0.49860499999999996
UAS18,SW,0.001,1.5673849999999998,0.49860499999999996
UAS18,SW,0.01,1.6229925,0.5259225
UAS18,SW,0.1,1.5553375,0.52861
UAS18,SW,1,1.5215526315789474,0.5407057894736842
UAS18,SW,10,1.5043903333333333,0.560904
UAS18,x,100,1.522360652173913,0.5699856521739131
UAS19,NW,1e-4,1.82674,0.559185
UAS19,NW,0.001,1.5453075,0.51937
UAS19,NW,0.01,1.511485,0.5822757142857143
UAS19,NW,0.1,1.4969038095238096,0.596007619047619
UAS19,NW,1,1.5015581818181818,0.5869145454545455
UAS19,NW,10,1.5462347916666668,0.5839470833333333
UAS19,SE,1e-4,1.5477975000000002,0.53702
UAS19,SE,0.001,1.5894528571428572,0.5121385714285714
UAS19,SE,0.01,1.550619,0.559618
UAS19,SE,0.1,1.5140083333333334,0.5718094444444445
UAS19,SE,1,1.5050762068965517,0.6050062068965517
UAS19,SE,10,1.5101778571428572,0.5893519047619048
UAS19,x,100,1.4989886153846155,0.5941512307692308
UAS20,NW,1e-4,1.69163,0.51141
UAS20,NW,0.001,1.3126333333333333,0.56432
UAS20,NW,0.01,1.516635,0.5486966666666666
UAS20,NW,0.1,1.46282375,0.60215875
UAS20,NW,1,1.3656044444444444,0.6049488888888889
UAS20,NW,10,1.4838636842105264,0.6170373684210526
UAS20,SE,1e-4,1.358375,0.51084
UAS20,SE,0.001,1.358375,0.51084
UAS20,SE,0.01,1.5406966666666666,0.4898366666666667
UAS20,SE,0.1,1.306962,0.557788
UAS20,SE,1,1.4349944444444445,0.5472333333333333
UAS20,SE,10,1.47964,0.59379
UAS20,x,100,1.4717130434782608,0.6235721739130435
UAS21,NW,1e-4,1.36414,0.6189433333333334
UAS21,NW,0.001,1.4132042857142857,0.6231957142857143
UAS21,NW,0.01,1.4188749999999999,0.5947591666666667
UAS21,NW,0.1,1.4265,0.571125
UAS21,NW,1,1.4066783333333333,0.5669596666666666
UAS21,NW,10,1.3932583720930232,0.5882872093023256
UAS21,SE,1e-4,1.2085050000000002,0.48638000000000003
UAS21,SE,0.001,1.3044333333333333,0.5411066666666666
UAS21,SE,0.01,1.416013076923077,0.5384061538461539
UAS21,SE,0.1,1.3436503846153847,0.5778984615384616
UAS21,SE,1,1.33015,0.5745953571428571
UAS21,SE,10,1.3687783720930233,0.5853646511627907
UAS21,x,100,1.394148,0.5901290909090909
UAS22,NW,1e-4,1.56372,0.52157
UAS22,NW,0.001,1.60402,0.672445
UAS22,NW,0.01,1.60402,0.672445
UAS22,NW,0.1,1.446972,0.64098
UAS22,NW,1,1.3895525,0.60873125
UAS22,NW,10,1.4242933333333334,0.6300088888888888
UAS22,SE,0.001,2.00281,0.61599
UAS22,SE,0.01,2.00281,0.61599
UAS22,SE,0.1,1.669345,0.5471250000000001
UAS22,SE,1,1.510666,0.563752
UAS22,SE,10,1.5243944444444444,0.5763211111111111
UAS22,x,100,1.525178,0.62128
UAS23,NW,1e-4,2.0880900000000002,0.440905
UAS23,NW,0.001,1.9111900000000002,0.46931666666666666
UAS23,NW,0.01,1.804386,0.49454000000000004
UAS23,NW,0.1,1.8152042857142858,0.48206714285714286
UAS23,NW,1,1.734027,0.497352
UAS23,NW,10,1.7444223076923078,0.5317530769230769
UAS23,SE,1e-4,1.30284,0.57969
UAS23,SE,0.001,1.46963,0.64749
UAS23,SE,0.01,1.55453875,0.59648375
UAS23,SE,0.1,1.5948535714285714,0.5681385714285715
UAS23,SE,1,1.6054993333333334,0.559696
UAS23,SE,10,1.5802628,0.5589412
UAS23,x,100,1.53761375,0.5536559375
UAS24,NW,1e-4,1.372535,0.53722
UAS24,NW,0.001,1.29145625,0.593675
UAS24,NW,0.01,1.362001,0.581415
UAS24,NW,0.1,1.385806923076923,0.5906530769230769
UAS24,NW,1,1.4205812500000001,0.590471875
UAS24,NW,10,1.4326105555555555,0.6011472222222223
UAS24,SE,1e-4,1.3814125,0.6039925
UAS24,SE,0.001,1.317036,0.589116
UAS24,SE,0.01,1.4194716666666667,0.5739516666666666
UAS24,SE,0.1,1.4631476923076923,0.5602369230769231
UAS24,SE,1,1.5275666666666667,0.5614593333333333
UAS24,SE,10,1.509324,0.5777535
UAS24,x,100,1.4468874074074074,0.5794607407407407
UAS25,NW,1e-4,1.424805,0.5252650000000001
UAS25,NW,0.001,1.424805,0.5252650000000001
UAS25,NW,0.01,1.444275,0.5344016666666667
UAS25,NW,0.1,1.35026,0.5683454545454546
UAS25,NW,1,1.44979,0.5873673333333334
UAS25,NW,10,1.413075,0.5950763636363636
UAS25,SE,1e-4,1.291255,0.518205
UAS25,SE,0.001,1.24683,0.5251766666666667
UAS25,SE,0.01,1.34634125,0.56599
UAS25,SE,0.1,1.344935,0.593302
UAS25,SE,1,1.413805,0.6096137500000001
UAS25,SE,10,1.435096956521739,0.6073339130434783
UAS25,x,100,1.4457811764705881,0.5999605882352941
UAS26,NW,1e-4,1.4139650000000001,0.48989
UAS26,NW,0.001,1.4139650000000001,0.48989
UAS26,NW,0.01,1.3656133333333333,0.48402
UAS26,NW,0.1,1.2441466666666667,0.4949233333333333
UAS26,NW,1,1.1761890909090909,0.48510545454545456
UAS26,NW,10,1.3500945,0.50012
UAS26,SE,0.01,1.4414066666666667,0.5434466666666666
UAS26,SE,0.1,1.15165,0.5322771428571429
UAS26,SE,1,1.26166,0.5238
UAS26,SE,10,1.229422105263158,0.5127305263157895
UAS26,x,100,1.2741165384615385,0.5102903846153846
UAS27,NW,1,1.74912,0.37566
UAS27,NW,10,1.5455,0.42456
UAS27,SE,1e-4,NA,NA
UAS27,SE,0.001,NA,NA
UAS27,SE,0.01,NA,NA
UAS27,SE,0.1,1.42456,0.43769
UAS27,SE,1,1.58684,0.406675
UAS27,SE,10,1.632268,0.452936
UAS27,x,100,1.5864342857142857,0.46873714285714285
UAS28,NW,1e-4,1.656884,0.601294
UAS28,NW,0.001,1.7241157142857144,0.6201342857142857
UAS28,NW,0.01,1.6212511111111112,0.6068233333333334
UAS28,NW,0.1,1.6940046153846153,0.5851461538461539
UAS28,NW,1,1.744503125,0.568814375
UAS28,NW,10,1.693348181818182,0.590255
UAS28,SE,1e-4,1.7477666666666667,0.52522
UAS28,SE,0.001,1.631068,0.597272
UAS28,SE,0.01,1.544105,0.6094875000000001
UAS28,SE,0.1,1.5887418181818183,0.5929718181818182
UAS28,SE,1,1.5999885714285715,0.5953171428571429
UAS28,SE,10,1.5666795,0.60267
UAS28,x,100,1.5861746666666667,0.6025856666666667
UAS29,NW,1e-4,2.27084,0.43398
UAS29,NW,0.001,1.90806,0.43649
UAS29,NW,0.01,1.90806,0.43649
UAS29,NW,0.1,1.6229885714285714,0.45353714285714286
UAS29,NW,1,1.6229885714285714,0.45353714285714286
UAS29,NW,10,1.6615712500000002,0.45911125
UAS29,SE,1e-4,1.90534,0.44783
UAS29,SE,0.001,1.59186,0.4920625
UAS29,SE,0.01,1.727656,0.480446
UAS29,SE,0.1,1.7616550000000002,0.48339333333333334
UAS29,SE,1,1.783695,0.51295375
UAS29,SE,10,1.703224,0.526678
UAS29,x,100,1.75757,0.5183963636363637
UAS30,NW,1e-4,1.38983,0.475885
UAS30,NW,0.001,1.5691033333333333,0.48449000000000003
UAS30,NW,0.01,1.541977142857143,0.5414457142857143
UAS30,NW,0.1,1.4734894444444444,0.5540638888888889
UAS30,NW,1,1.5123535000000001,0.5687715
UAS30,NW,10,1.539495,0.5896125
UAS30,SE,1e-4,1.630716,0.5102720000000001
UAS30,SE,0.001,1.5648875,0.53189875
UAS30,SE,0.01,1.5921340000000002,0.540409
UAS30,SE,0.1,1.5052480952380953,0.5776071428571429
UAS30,SE,1,1.4895792,0.5799592
UAS30,SE,10,1.5087055172413792,0.5916548275862069
UAS30,x,100,1.4979061538461538,0.5926646153846153
UAS31,NW,1e-4,1.358375,0.51084
UAS31,NW,0.001,1.4535966666666666,0.6041266666666667
UAS31,NW,0.01,1.3957725,0.59885
UAS31,NW,0.1,1.4685766666666666,0.6563811111111111
UAS31,NW,1,1.5095519047619048,0.6472728571428571
UAS31,NW,10,1.5254127586206896,0.6359958620689655
UAS31,SE,1e-4,1.4543125,0.54022
UAS31,SE,0.001,1.501776,0.534458
UAS31,SE,0.01,1.4559366666666667,0.6038666666666667
UAS31,SE,0.1,1.4921766666666667,0.592625
UAS31,SE,1,1.4683168181818183,0.5887063636363636
UAS31,SE,10,1.52479,0.600623125
UAS31,x,100,1.506252,0.6178195
UAS32,NW,1e-4,1.3400699999999999,0.5253049999999999
UAS32,NW,0.001,1.3400699999999999,0.5253049999999999
UAS32,NW,0.01,1.2496485714285714,0.5569557142857143
UAS32,NW,0.1,1.2508618181818183,0.5739936363636363
UAS32,NW,1,1.339938125,0.57453125
UAS32,NW,10,1.4170689285714286,0.5868175
UAS32,SE,1e-4,0.956215,0.52339
UAS32,SE,0.001,0.9475175,0.610865
UAS32,SE,0.01,0.937316,0.600346
UAS32,SE,0.1,1.3391161538461538,0.5877084615384616
UAS32,SE,1,1.3170788235294117,0.5801088235294117
UAS32,SE,10,1.3105733333333334,0.5650620833333333
UAS32,x,100,1.3743969047619047,0.5728690476190477
UAS33,NW,0.1,1.3908325,0.49395750000000005
UAS33,NW,1,1.447379090909091,0.4651727272727273
UAS33,NW,10,1.428266,0.4738155
UAS33,SE,1e-4,1.664765,0.46816
UAS33,SE,0.001,1.4378166666666667,0.46364
UAS33,SE,0.01,1.4378166666666667,0.46364
UAS33,SE,0.1,1.38782,0.46017714285714284
UAS33,SE,1,1.5167475,0.47559250000000003
UAS33,SE,10,1.4601194117647058,0.46458941176470586
UAS33,x,100,1.440420357142857,0.48095571428571426
UAS34,NW,1e-4,1.918495,0.47298
UAS34,NW,0.001,1.7981266666666667,0.4907
UAS34,NW,0.01,1.883896,0.49149400000000004
UAS34,NW,0.1,1.8482114285714286,0.5337171428571429
UAS34,NW,1,1.8402618181818182,0.5551827272727273
UAS34,NW,10,1.776904,0.5592953333333334
UAS34,SE,1e-4,1.918495,0.47298
UAS34,SE,0.001,1.918495,0.47298
UAS34,SE,0.01,2.0085800000000003,0.47563
UAS34,SE,0.1,1.80323625,0.5350837500000001
UAS34,SE,1,1.73306,0.527495
UAS34,SE,10,1.693550625,0.558899375
UAS34,x,100,1.7162805,0.566315
UAS35,NW,0.01,1.2223675,0.532555
UAS35,NW,0.1,1.3174144444444444,0.5067622222222222
UAS35,NW,1,1.32674,0.5340554545454546
UAS35,NW,10,1.3713226923076922,0.4930392307692308
UAS35,SE,0.001,1.62797,0.59767
UAS35,SE,0.01,1.1325133333333333,0.5247633333333334
UAS35,SE,0.1,1.1766933333333334,0.5008716666666667
UAS35,SE,1,1.2326653846153846,0.5159361538461539
UAS35,SE,10,1.311895,0.49976208333333333
UAS35,x,100,1.3215014705882353,0.5035944117647059
UAS36,NW,1e-4,1.55739,0.52614
UAS36,NW,0.001,1.2156775,0.5647975000000001
UAS36,NW,0.01,1.221406,0.517423
UAS36,NW,0.1,1.2767466666666667,0.5510286666666667
UAS36,NW,1,1.2581044444444445,0.5496338888888889
UAS36,NW,10,1.2776876923076923,0.5517407692307692
UAS36,SE,1e-4,1.39955,0.5840500000000001
UAS36,SE,0.001,1.4140925,0.5554175
UAS36,SE,0.01,1.3581057142857142,0.52974
UAS36,SE,0.1,1.2926009999999999,0.530946
UAS36,SE,1,1.2389342857142858,0.5341857142857143
UAS36,SE,10,1.3081685,0.529581
UAS36,x,100,1.3496848780487805,0.535489756097561
UAS37,NW,0.01,0.99355,0.58979
UAS37,NW,0.1,1.4126066666666666,0.49091666666666667
UAS37,NW,1,1.4558625,0.462285
UAS37,NW,10,1.673545,0.48596375000000003
UAS37,SE,0.001,1.7399,0.54286
UAS37,SE,0.01,1.8228900000000001,0.488935
UAS37,SE,0.1,1.5464433333333334,0.5225533333333333
UAS37,SE,1,1.6706171428571428,0.5171985714285714
UAS37,SE,10,1.70133,0.5081375
UAS37,x,100,1.6692627272727274,0.4980190909090909
UAS38,NW,1e-4,1.56114,0.45325
UAS38,NW,0.001,1.56114,0.45325
UAS38,NW,0.01,1.56114,0.45325
UAS38,NW,0.1,1.56114,0.45325
UAS38,NW,1,1.6256066666666666,0.4493333333333333
UAS38,NW,10,1.56936,0.455915
UAS38,SE,1e-4,1.35642,0.4713
UAS38,SE,0.001,1.35642,0.4713
UAS38,SE,0.01,1.45032,0.59465
UAS38,SE,0.1,1.5554999999999999,0.5415
UAS38,SE,1,1.60526,0.5165
UAS38,SE,10,1.4053266666666666,0.51268
UAS38,x,100,1.425175,0.540429
UAS39,NW,1e-4,1.74451,0.45926
UAS39,NW,0.001,1.74451,0.45926
UAS39,NW,0.01,1.74451,0.45926
UAS39,NW,0.1,1.74451,0.45926
UAS39,NW,1,1.71793,0.5006700000000001
UAS39,NW,10,1.63889,0.5042766666666667
UAS39,SE,1e-4,1.74912,0.37566
UAS39,SE,0.001,1.74912,0.37566
UAS39,SE,0.01,1.74451,0.45926
UAS39,SE,0.1,1.621345,0.531075
UAS39,SE,1,1.6803400000000002,0.513802
UAS39,SE,10,1.71793,0.5006700000000001
UAS39,x,100,1.6173376923076923,0.5116761538461538
UAS40,NW,0.001,1.253115,0.57857
UAS40,NW,0.01,1.2196525,0.5198825
UAS40,NW,0.1,1.3642769230769232,0.527773076923077
UAS40,NW,1,1.3036955555555556,0.5137961111111111
UAS40,NW,10,1.332132,0.4946076
UAS40,SE,0.001,1.26891,0.47228
UAS40,SE,0.01,1.0649566666666668,0.49556333333333336
UAS40,SE,0.1,0.992888,0.492662
UAS40,SE,1,1.164115,0.49567125
UAS40,SE,10,1.3168314285714287,0.4941464285714286
UAS40,x,100,1.307334193548387,0.5011454838709677
UAS41,NW,1e-4,1.2257325000000001,0.5492525
UAS41,NW,0.001,1.2901757142857142,0.5630742857142857
UAS41,NW,0.01,1.2984925,0.5635175
UAS41,NW,0.1,1.2918538461538462,0.5706507692307692
UAS41,NW,1,1.3558885714285716,0.5731914285714286
UAS41,NW,10,1.291018064516129,0.5703358064516129
UAS41,SE,1e-4,1.1750466666666668,0.5431433333333333
UAS41,SE,0.001,1.331256,0.549988
UAS41,SE,0.01,1.3379066666666668,0.5765277777777778
UAS41,SE,0.1,1.3241553846153846,0.5652161538461539
UAS41,SE,1,1.2824175,0.568176875
UAS41,SE,10,1.3170766666666667,0.5561644444444445
UAS41,x,100,1.2692289743589744,0.5606738461538462
